"","id","vf1","vf2"
"1",1,0.891662704059854,0.465185699285939
"2",2,0.386109086219221,0.00650853104889393
"3",3,0.315966224297881,0.814136009430513
"4",4,0.770878826500848,0.945070700719953
"5",5,0.163164108758792,0.428700719028711
"6",6,0.351850996958092,0.889474740484729
"7",7,0.541305363876745,0.745449114590883
"8",8,0.0668794112280011,0.929272660752758
"9",9,0.963298334972933,0.817540350137278
"10",10,0.274558094097301,0.137471626978368
"11",11,0.368974377866834,0.444725532317534
"12",12,0.0159686559345573,0.517712456872687
"13",13,0.678376585943624,0.595841426635161
"14",14,0.04575753537938,0.252007693285123
"15",15,0.225620607379824,0.483375357463956
"16",16,0.858601436950266,0.130281364312395
"17",17,0.979221310699359,0.233341342536733
"18",18,0.349705557571724,0.940426612505689
"19",19,0.912451122421771,0.497497132746503
"20",20,0.30327284312807,0.685493597993627
"21",21,0.736409035744146,0.0353973712772131
"22",22,0.772810582770035,0.0177339566871524
"23",23,0.202724155969918,0.733673159964383
"24",24,0.624989734962583,0.913406466133893
"25",25,0.886640653247014,0.993451500777155
"26",26,0.521692348876968,0.879459284711629
"27",27,0.65782326948829,0.546240634517744
"28",28,0.838196228491142,0.568668317282572
"29",29,0.0423836556728929,0.416784002212808
"30",30,0.837120860349387,0.208129167323932
"31",31,0.000883046304807067,0.559657173231244
"32",32,0.315397850237787,0.0595460075419396
"33",33,0.0756190696265548,0.567319485591725
"34",34,0.0314771619159728,0.0284020463004708
"35",35,0.0466682882979512,0.0391562876757234
"36",36,0.771481659729034,0.873626618413255
"37",37,0.630417834967375,0.0396285466849804
"38",38,0.90640911553055,0.286881861509755
"39",39,0.941143726930022,0.724629153730348
"40",40,0.73605839535594,0.257625030819327
"41",41,0.79142259969376,0.583617881173268
"42",42,0.0942887791898102,0.722599745262414
"43",43,0.0336943434085697,0.774378395173699
"44",44,0.298820387106389,0.591228756122291
"45",45,0.550345331197605,0.976732296170667
"46",46,0.787840191507712,0.332823274889961
"47",47,0.307286174502224,0.827655112138018
"48",48,0.115209982497618,0.661012839060277
"49",49,0.147277960088104,0.90711630648002
"50",50,0.487772152526304,0.680646180873737
"51",51,0.459718570811674,0.216645295033231
"52",52,0.0162749695591629,0.249895238084719
"53",53,0.680562752997503,0.361775733996183
"54",54,0.346671670908108,0.86743788397871
"55",55,0.943516566418111,0.149095529690385
"56",56,0.037468419643119,0.162195069249719
"57",57,0.81188829569146,0.0212249590549618
"58",58,0.741224941564724,0.311105197295547
"59",59,0.462954913033172,0.490291851339862
"60",60,0.399417916778475,0.818405617959797
"61",61,0.0955582249443978,0.394306596601382
"62",62,0.0906871710903943,0.745063771726564
"63",63,0.981201014481485,0.536353714764118
"64",64,0.256674693897367,0.599052659235895
"65",65,0.612845057621598,0.651724939234555
"66",66,0.810887914383784,0.792995394440368
"67",67,0.926868535811082,0.639453866519034
"68",68,0.877444205805659,0.727986474288628
"69",69,0.638778788503259,0.550071390578523
"70",70,0.581547585548833,0.553015092154965
"71",71,0.425220794742927,0.550585099030286
"72",72,0.776854070601985,0.253660978982225
"73",73,0.141172282863408,0.340155280195177
"74",74,0.877826543524861,0.522929199971259
"75",75,0.990819787839428,0.378701563924551
"76",76,0.659413342131302,0.325315917376429
"77",77,0.929058043286204,0.728231967194006
"78",78,0.669008110417053,0.904725806554779
"79",79,0.60406378377229,0.818690550280735
"80",80,0.708646721672267,0.741409167880192
"81",81,0.633772447472438,0.681758639169857
"82",82,0.436192273860797,0.382696162676439
"83",83,0.320149806095287,0.768969096709043
"84",84,0.781639545923099,0.542530883103609
"85",85,0.638340141391382,0.480006572557613
"86",86,0.9864889876917,0.186537457164377
"87",87,0.00424702162854373,0.299803251633421
"88",88,0.880740882596001,0.400217590620741
"89",89,0.953594630816951,0.088670595549047
"90",90,0.216233126120642,0.799790146527812
"91",91,0.533742307219654,0.167589202988893
"92",92,0.147250188048929,0.560646870173514
"93",93,0.0643490988295525,0.691316302632913
"94",94,0.0445110944565386,0.462115952279419
"95",95,0.407034478383139,0.463085210416466
"96",96,0.888007633853704,0.225164795760065
"97",97,0.402928069699556,0.683004613500088
"98",98,0.214968080865219,0.613265227992088
"99",99,0.849249474238604,0.747246695216745
"100",100,0.966947069624439,0.617786095011979
